time_h,C_r0,C_r0p5,C_r1,C_r1p5,C_r2,C_max
0.016666666666666666,2.55,2.55,2.55,2.5499999999222878,2.327113642749201,2.55
0.03333333333333333,2.55,2.55,2.55,2.5499982228459515,2.242116398511477,2.55
0.05,2.55,2.55,2.549999999999751,2.54993466379507,2.1798544796233155,2.55
0.06666666666666667,2.55,2.55,2.5499999998326235,2.549559485871156,2.1293011413461493,2.55
0.08333333333333333,2.55,2.55,2.549999990925401,2.548532418933366,2.086369706068342,2.55
0.1,2.55,2.5499999999999856,2.5499998630259526,2.546602456344009,2.0488874042797875,2.55
0.11666666666666667,2.55,2.5499999999986906,2.54999901332977,2.543650821711698,2.015473972590357,2.55
0.13333333333333333,2.55,2.5499999999690393,2.5499955464251043,2.5396614764826735,1.9852361077100011,2.55
0.15,2.55,2.5499999996288296,2.549985328023693,2.5346823059178973,1.957652204995172,2.55
0.16666666666666666,2.5499999999999674,2.5499999972363483,2.5499613154762555,2.5287924233840138,1.9323432369888107,2.5499999999999674
0.18333333333333332,2.5499999999993324,2.5499999854755204,2.5499133931523956,2.5220821140566727,1.9090020006173614,2.5499999999993324
0.2,2.54999999999318,2.5499999413007695,2.5498286788784092,2.514641336073913,1.8873308211942168,2.54999999999318
0.21666666666666667,2.5499999999500678,2.5499998063729294,2.5496921280177602,2.5065576456599725,1.8670989342649469,2.5499999999500678
0.23333333333333334,2.5499999997218703,2.549999455903709,2.5494872821662926,2.4979130046885905,1.8481324272354556,2.5499999997218703
0.25,2.5499999987566597,2.5499986559250187,2.549197014699176,2.4887839268574865,1.8302491971499983,2.5499999987566597
0.26666666666666666,2.549999995354039,2.5499970113282955,2.548804221706627,2.4792402326794942,1.8134168813794096,2.549999995354039
0.2833333333333333,2.5499999850287294,2.5499939087995784,2.548292361983,2.4693404817947986,1.7974989553859393,2.5499999850287294
0.3,2.54999995737264,2.5499884593634103,2.547645817397964,2.4591390139865688,1.7824938416170997,2.54999995737264
0.31666666666666665,2.5499998906786416,2.5499794449870263,2.5468502011452214,2.4486783893830784,1.7683158942501362,2.5499998906786416
0.3333333333333333,2.5499997435565964,2.549965272732785,2.545892385421653,2.437998015320808,1.75484515498477,2.5499997435565964
0.35,2.54999944284735,2.5499439381210816,2.5447606936688705,2.427135328580862,1.741977470554504,2.54999944284735
0.36666666666666664,2.5499988673228264,2.5499130003552875,2.543445003520382,2.416126066930331,1.729745212090246,2.5499988673228264
0.38333333333333336,2.5499978269487875,2.5498695704337564,2.541936757391028,2.4049957821091,1.7181410106679464,2.5499978269487875
0.4,2.5499960378254323,2.5498103102903658,2.5402286449761906,2.3937690054439544,1.7070041524738122,2.5499960378254323
0.4166666666666667,2.5499930931719463,2.5497314398171516,2.538314763303013,2.3824724839296794,1.696256359191723,2.5499930931719463
0.43333333333333335,2.5499884310289884,2.5496287574016434,2.5361907960527947,2.3711340899966893,1.6859319376728596,2.5499884310289884
0.45,2.5499812998455775,2.5494976749676113,2.5338539831646822,2.3597723649391815,1.676007942703728,2.5499812998455775
0.4666666666666667,2.5499707234078715,2.549333259378582,2.5313026480620477,2.348405947234834,1.6664450755686655,2.5499707234078715
0.48333333333333334,2.54995546623809,2.549130274877268,2.5285363369580467,2.337048233632596,1.6573334819064058,2.54995546623809
0.5,2.5499340008256794,2.548883232014025,2.525555284120191,2.3257039070137724,1.6486234715968533,2.5499340008256794
0.5166666666666667,2.549904477623045,2.548586420950604,2.522360057451979,2.3143811239798193,1.6402499953623766,2.549904477623045
0.5333333333333333,2.5498646975053028,2.548233943221947,2.5189519708637036,2.3030900702699943,1.6321129928233682,2.5498646975053028
0.55,2.5498120882431365,2.5478197600987906,2.5153333486064513,2.291849006734777,1.6241855373488157,2.5498120882431365
0.5666666666666667,2.549743687391958,2.5473377635337053,2.511507947644853,2.280669520462003,1.6165318576761245,2.549743687391958
0.5833333333333334,2.5496561348025804,2.546781851697412,2.507479955240415,2.269557199822582,1.6090961746099797,2.5496561348025804
0.6,2.5495456726608743,2.546145960570224,2.5032538782108533,2.258521465749148,1.6018572961695887,2.5495456726608743
0.6166666666666667,2.5494081499924586,2.5454241091970196,2.498834996190669,2.247568699329889,1.5948807656369286,2.5494081499924586
0.6333333333333333,2.5492390361041344,2.544610455986982,2.4942287372533505,2.236698536589694,1.5881081146433529,2.5492390361041344
0.65,2.5490334408184876,2.5436993079526378,2.4894403909688414,2.2259159339448678,1.5815305356418565,2.5490334408184876
0.6666666666666666,2.548786135504291,2.542685141646058,2.484475659629309,2.215220591886744,1.5751494341152383,2.548786135504291
0.6833333333333333,2.548491581251868,2.5415626318366167,2.4793400778925827,2.204616984724683,1.5689542319446272,2.548491581251868
0.7,2.5481439601258615,2.5403266673270064,2.474039601101609,2.194105281433022,1.5629338234217238,2.5481439601258615
0.7166666666666667,2.5477372125139244,2.5389723820692573,2.468579995583271,2.1836903029926162,1.5569952836748064,2.5477372125139244
0.7333333333333333,2.547265076744962,2.537495172322436,2.4629679103444246,2.1733810769077215,1.5512107605514267,2.547265076744962
0.75,2.546721139165776,2.5358907998025746,2.457210403716963,2.163173413420173,1.5455948246321563,2.546721139165776
0.7666666666666667,2.5460988989348285,2.534155367553783,2.4513133837875585,2.153067808872778,1.5400456926481503,2.5460988989348285
0.7833333333333333,2.545391806825042,2.53228525133173,2.4452834080015613,2.1430734150637116,1.5345571221491432,2.545391806825042
0.8,2.5445933073062275,2.530277232848543,2.4391281795955804,2.1331928402170695,1.5292057511678865,2.5445933073062275
0.8166666666666667,2.5436969199803885,2.5281285712890034,2.4328547337972113,2.123420144829632,1.5239451807780429,2.5436969199803885
0.8333333333333334,2.542696304389965,2.5258368772369506,2.426469391142568,2.113761011804579,1.518712870367768,2.542696304389965
0.85,2.5415852849412484,2.5234001360273126,2.4199795903640853,2.104216169724059,1.5135765386736744,2.5415852849412484
0.8666666666666667,2.5403579132557708,2.520816811783436,2.4133923505197856,2.0947834284888325,1.508580827172488,2.5403579132557708
