time_h,radius_cm,C_xi0,C_xi025,C_xi05,C_xi075,C_surface,C_max
0.016666666666666666,1.995766666666667,2.55,2.55,2.55,2.55,2.079449295898978,2.55
0.03333333333333333,1.9915333333333334,2.55,2.55,2.55,2.55,1.9230226138603634,2.55
0.05,1.9873000000000003,2.55,2.55,2.55,2.55,1.8158542989398634,2.55
0.06666666666666667,1.9830666666666668,2.55,2.55,2.55,2.5499999999994616,1.7332068236671792,2.55
0.08333333333333333,1.9788333333333334,2.55,2.55,2.55,2.549999999898139,1.6661321330197043,2.55
0.1,1.9746,2.55,2.55,2.55,2.549999996416521,1.609839712631518,2.55
0.11666666666666667,1.9703666666666668,2.55,2.55,2.55,2.5499999525604142,1.5613592604240325,2.55
0.13333333333333333,1.9661333333333333,2.55,2.55,2.55,2.549999661355275,1.5187948282892536,2.55
0.15,1.9619000000000002,2.55,2.55,2.55,2.549998405359852,1.481108964859735,2.55
0.16666666666666666,1.9576666666666667,2.55,2.55,2.55,2.5499944037306745,1.4475063903922638,2.55
0.18333333333333332,1.9534333333333334,2.55,2.55,2.55,2.549984167421327,1.4173675282049887,2.55
0.2,1.9491999999999998,2.55,2.55,2.55,2.5499619347761726,1.3900568875891015,2.55
0.21666666666666667,1.9449666666666667,2.55,2.55,2.55,2.549919321467166,1.3651335350079798,2.55
0.23333333333333334,1.9407333333333332,2.55,2.55,2.549999999999943,2.5498452522480664,1.3422507943110271,2.55
0.25,1.9365,2.55,2.55,2.54999999999937,2.5497261526625454,1.3210661470818001,2.55
0.26666666666666666,1.9322666666666668,2.55,2.55,2.5499999999961895,2.5495463666051625,1.3015554194461247,2.55
0.2833333333333333,1.9280333333333333,2.55,2.55,2.549999999981467,2.5492886228570564,1.2834290728671696,2.55
0.3,1.9238000000000002,2.55,2.55,2.5499999999236884,2.548934599872906,1.266739856417307,2.55
0.31666666666666665,1.9195666666666666,2.55,2.55,2.549999999727005,2.548465409967763,1.2512846298024278,2.55
0.3333333333333333,1.9153333333333336,2.55,2.55,2.549999999134344,2.547862000215276,1.2368482632375895,2.55
0.35,1.9111,2.55,2.55,2.5499999975259535,2.547105788751674,1.2232264935517598,2.55
0.36666666666666664,1.9068666666666667,2.55,2.55,2.5499999935383304,2.5461790847814068,1.210539136974401,2.55
0.38333333333333336,1.9026333333333332,2.55,2.55,2.5499999844001016,2.5450651528270933,1.1987583805115425,2.55
0.4,1.8984,2.55,2.55,2.549999964852443,2.543748297386045,1.187564649990328,2.55
0.4166666666666667,1.8941666666666666,2.55,2.55,2.549999925497013,2.5422146019962364,1.1768255811072803,2.55
0.43333333333333335,1.8899333333333335,2.55,2.55,2.549999850404642,2.5404522784721215,1.166659854391826,2.55
0.45,1.8857,2.55,2.55,2.54999971382449,2.5384511973822703,1.1570125014669943,2.55
0.4666666666666667,1.8814666666666666,2.55,2.55,2.549999475839777,2.5362028403529098,1.1478326560479803,2.55
0.48333333333333334,1.877233333333333,2.55,2.549999999999913,2.5499990768532212,2.533700480234165,1.1393185973040114,2.55
0.5,1.873,2.55,2.5499999999995957,2.5499984308250285,2.5309378995223932,1.1313505768131096,2.55
0.5166666666666667,1.8703666666666667,2.55,2.549999999998764,2.549997418211823,2.5279127953005673,1.1237088865471219,2.55
0.5333333333333333,1.8677333333333335,2.55,2.5499999999965812,2.5499958775988327,2.52462556690692,1.1162348592413613,2.55
0.55,1.8651,2.55,2.5499999999911664,2.5499935948466694,2.521077049537957,1.1089525080126061,2.55
0.5666666666666667,1.8624666666666667,2.55,2.5499999999784135,2.549990293284216,2.5172698986597943,1.1020140207851377,2.55
0.5833333333333334,1.8598333333333334,2.55,2.5499999999497867,2.5499856230577294,2.513206747581706,1.0953090153684906,2.55
0.6,1.8572000000000002,2.55,2.549999999888335,2.5499791499800946,2.5088917832755495,1.0888201140148739,2.55
0.6166666666666667,1.854566666666667,2.55,2.549999999761779,2.549970344851418,2.504330472269302,1.0826981053643265,2.55
0.6333333333333333,1.8519333333333332,2.55,2.549999999510976,2.549958573269442,2.4995276657995698,1.0768084344934543,2.55
0.65,1.8493,2.55,2.549999999031354,2.5499430852546503,2.494489258736589,1.0711582278126788,2.55
0.6666666666666666,1.8466666666666667,2.55,2.5499999981440347,2.5499230064588323,2.4892213775419076,1.0657450812476474,2.55
0.6833333333333333,1.8440333333333332,2.55,2.5499999965522075,2.5498973299788124,2.483730779791462,1.0605694873500844,2.55
0.7,1.8414,2.55,2.5499999937771163,2.5498649100887185,2.4780245669182306,1.055600629630043,2.55
0.7166666666666667,1.8387666666666667,2.55,2.5499999890666025,2.549824457018355,2.472110329861791,1.0506612168328873,2.55
0.7333333333333333,1.8361333333333334,2.5499999999997724,2.5499999812675966,2.5497745348375505,2.4659983820381157,1.0459310020085644,2.5499999999997724
0.75,1.8335000000000001,2.549999999999346,2.549999968652572,2.549713564895265,2.4596967462639006,1.041420299478569,2.549999999999346
0.7666666666666667,1.8308666666666666,2.5499999999985414,2.5499999486887766,2.549639822454309,2.453212670074401,1.036927129896382,2.5499999999985414
0.7833333333333333,1.8282333333333334,2.549999999996783,2.5499999177370407,2.549551438346554,2.4465571333265173,1.0324655667431468,2.549999999996783
0.8,1.8256000000000001,2.54999999999309,2.549999870666576,2.5494464147455056,2.4397411992898967,1.028202781448461,2.54999999999309
0.8166666666666667,1.8229666666666668,2.5499999999855203,2.549999800373354,2.5493226339084236,2.432772495963542,1.0240270205723618,2.5499999999855203
0.8333333333333334,1.8203333333333336,2.5499999999704865,2.5499996971879346,2.549177856812766,2.4256610003776156,1.0198311355698468,2.5499999999704865
0.85,1.8177000000000003,2.5499999999414733,2.5499995481575524,2.5490097452062375,2.4184175263678025,1.0157650586713003,2.5499999999414733
0.8666666666666667,1.8150666666666668,2.5499999998869494,2.549999336195068,2.5488158790419995,2.4110510834354306,1.011924185088887,2.5499999998869494
0.8833333333333333,1.8124333333333333,2.5499999997870444,2.549999039085799,2.5485937602594118,2.4035663723182568,1.008311061384763,2.5499999997870444
0.9,1.8097999999999999,2.549999999608348,2.5499986283387392,2.548340797741951,2.395968980450575,1.0047295147663295,2.549999999608348
0.9166666666666666,1.8071666666666666,2.5499999992959843,2.549998067863222,2.548054329698768,2.388267789163862,1.0012289023792218,2.5499999992959843
0.9333333333333333,1.8045333333333333,2.5499999987617334,2.549997312481457,2.5477316609118263,2.380470843690942,0.9977068153413184,2.5499999987617334
0.95,1.8019,2.54999999786669,2.549996306290079,2.5473700777347323,2.372587974440414,0.9942124507022245,2.54999999786669
0.9666666666666667,1.7992666666666668,2.5499999963966173,2.5499949808751405,2.546966883080732,2.364628003475925,0.9907002608582665,2.5499999963966173
0.9833333333333333,1.7966333333333333,2.5499999940269085,2.5499932534116114,2.5465194075068496,2.356600544393089,0.9871830552097421,2.5499999940269085
1.0,1.794,2.5499999902747468,2.5499910246565616,2.546025041912682,2.3485142537936015,0.983844429442243,2.5499999902747468
1.0166666666666666,1.7909666666666668,2.549999984432584,2.549988176172025,2.545481104537048,2.3403698485375664,0.9806545226208979,2.549999984432584
1.0333333333333334,1.7879333333333334,2.5499999754802705,2.5499845681320634,2.5448848602904546,2.3321704397433956,0.9774964222243276,2.5499999754802705
1.05,1.7849,2.549999961972185,2.549980037729487,2.5442337247808906,2.323922812544308,0.9744627621122283,2.549999961972185
1.0666666666666667,1.7818666666666667,2.5499999418884554,2.5499743963351347,2.54352519511309,2.3156313706741782,0.9714445890957091,2.5499999418884554
1.0833333333333333,1.7788333333333333,2.5499999124463644,2.5499674271154102,2.542756831500391,2.3073023142106965,0.9684092611792356,2.5499999124463644
1.1,1.7758,2.5499998698635804,2.5499588826288972,2.5419263099666902,2.2989428915429224,0.9654167958846702,2.5499998698635804
1.1166666666666667,1.7727666666666666,2.5499998090649623,2.5499484826189205,2.5410314522051136,2.290559040946091,0.9623858188425389,2.5499998090649623
1.1333333333333333,1.7697333333333336,2.5499997233248703,2.549935911999636,2.540070217783902,2.2821579466313056,0.959285991794494,2.5499997233248703
1.15,1.7667000000000002,2.549999603836763,2.54992081901598,2.539040754084226,2.273747279489146,0.9563090863286143,2.549999603836763
1.1666666666666667,1.763666666666667,2.549999439202242,2.54990281384054,2.5379413945368157,2.2653288691948967,0.9533923397604485,2.549999439202242
1.1833333333333333,1.7606333333333335,2.5499992148335346,2.5498814673015247,2.536770523455274,2.256905908149469,0.9504943493864079,2.5499992148335346
1.2,1.7576,2.54999891226079,2.5498563092473447,2.535526642675344,2.2484814842137126,0.9477694108803613,2.54999891226079
1.2166666666666666,1.7545666666666668,2.549998508334458,2.549826827428439,2.5342083451679915,2.2400549727225894,0.9449881976753168,2.549998508334458
1.2333333333333334,1.7515333333333334,2.549997974319357,2.5497924662479794,2.5328142645606646,2.2316340054622694,0.9420696107983784,2.549997974319357
1.25,1.7485,2.549997274870646,2.5497526258201515,2.531343375641586,2.223227132090993,0.9392218116780892,2.549997274870646
1.2666666666666666,1.7454666666666667,2.549996366897494,2.5497066635375067,2.52979494927205,2.214835384896588,0.9364633229728898,2.549996366897494
1.2833333333333334,1.7424333333333333,2.54999519834085,2.5496538953446177,2.5281682842276822,2.2064592206400375,0.9337829536129951,2.54999519834085
1.3,1.7394,2.549993706850494,2.5495935952057485,2.526462703533592,2.1980979588483383,0.9311805455640871,2.549993706850494
1.3166666666666667,1.7363666666666666,2.549991818338583,2.549524994618551,2.524677541839568,2.1897535851478986,0.9286023544148557,2.549991818338583
1.3333333333333333,1.7333333333333332,2.5499894454131438,2.5494472824250582,2.522812281967889,2.181428053892124,0.9260095516523907,2.5499894454131438
1.35,1.7303,2.5499864857080663,2.549359606260748,2.5208665428119525,2.1731246452648163,0.9233378033119676,2.5499864857080663
1.3666666666666667,1.7272666666666665,2.549982820143739,2.549261074299528,2.518840177227212,2.1648489462218805,0.9207435624058053,2.549982820143739
1.3833333333333333,1.7242333333333335,2.5499783111373997,2.549150758988599,2.5167332968175264,2.1566008628490425,0.9181063936490356,2.5499783111373997
